Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15,32417.959,3.8163,1.1596,0.0,2.764,4.6319,-0.57245
-0.14999,32477.96,3.8156,1.1621,,,4.6414,-0.5723
-0.14999,32537.959,3.8146,1.1646,0.0,0.0,4.651,-0.57215
-0.15,32597.959,3.8136,1.1671,,,4.6605,-0.57204
-0.15,32657.959,3.8126,1.1696,0.0,0.0,4.67,-0.57189
-0.14999,32717.959,3.8118,1.1721,0.36086,,4.6796,-0.57173
-0.14999,32777.96,3.8108,1.1746,,2.7808,4.6891,-0.57158
-0.15,32837.959,3.8101,1.1771,0.0,,4.6986,-0.57152
-0.15,32897.959,3.8093,1.1796,,0.0,4.7081,-0.5714
-0.14999,32957.959,3.8083,1.1821,0.0,,4.7176,-0.57121
-0.14999,33017.96,3.8073,1.1846,,0.0,4.7272,-0.57106
-0.14999,33077.959,3.8064,1.1871,0.0,2.8245,4.7367,-0.57092
-0.15,33137.959,3.8057,1.1896,,,4.7462,-0.57086
-0.15,33197.959,3.8049,1.1921,0.0,0.0,4.7557,-0.57074
-0.14998,33257.959,3.804,1.1946,,,4.7652,-0.57052
-0.14999,33317.96,3.8029,1.1971,0.0,0.0,4.7747,-0.5704
-0.14998,33377.959,3.802,1.1996,0.35667,,4.7842,-0.57022
-0.15,33437.959,3.8011,1.2021,,2.8031,4.7937,-0.57017
-0.15,33497.959,3.8005,1.2046,0.0,,4.8032,-0.57008
-0.14999,33557.96,3.7996,1.2071,,0.0,4.8127,-0.5699
-0.14999,33617.959,3.7985,1.2096,0.0,,4.8222,-0.56974
-0.14999,33677.96,3.7977,1.2121,,0.0,4.8317,-0.56962
-0.14999,33737.959,3.797,1.2145,0.0,,4.8412,-0.56951
-0.15,33797.959,3.7961,1.217,,2.8788,4.8507,-0.56942
-0.14999,33857.959,3.7953,1.2195,0.0,,4.8602,-0.56926
-0.14999,33917.959,3.7943,1.222,,0.0,4.8696,-0.56911
-0.14999,33977.96,3.7934,1.2245,0.0,,4.8791,-0.56897
-0.14999,34037.96,3.7927,1.227,,0.0,4.8886,-0.56887
-0.15,34097.959,3.7919,1.2295,0.34346,,4.8981,-0.56879
-0.15,34157.959,3.791,1.232,,2.9725,4.9076,-0.56865
-0.15,34217.96,3.79,1.2345,0.0,,4.917,-0.5685
-0.15,34277.96,3.7892,1.237,,0.0,4.9265,-0.56838
-0.14999,34337.96,3.7884,1.2395,0.0,,4.936,-0.56822
-0.15,34397.96,3.7877,1.242,,0.0,4.9454,-0.56816
-0.14999,34457.96,3.7867,1.2445,0.0,2.9432,4.9549,-0.56797
-0.15,34517.959,3.7858,1.247,,,4.9644,-0.56787
-0.14999,34577.959,3.785,1.2495,0.0,0.0,4.9738,-0.56771
-0.15,34637.959,3.7842,1.252,,,4.9833,-0.56763
-0.14999,34697.959,3.7834,1.2545,0.0,0.0,4.9927,-0.56747
-0.14999,34757.96,3.7825,1.257,,,5.0022,-0.56734
-0.14999,34817.96,3.7815,1.2595,0.33673,2.9673,5.0116,-0.56719
-0.14999,34877.96,3.7807,1.262,,,5.0211,-0.56707
-0.14999,34937.959,3.7801,1.2645,0.0,0.0,5.0305,-0.56698
-0.14999,34997.959,3.7792,1.267,,,5.04,-0.56684
-0.14999,35057.959,3.7784,1.2695,0.0,0.0,5.0494,-0.56672
-0.14999,35117.96,3.7774,1.272,,,5.0589,-0.56657
-0.14999,35177.96,3.7765,1.2745,0.0,2.9872,5.0683,-0.56644
-0.14999,35237.959,3.7758,1.277,,,5.0777,-0.56633
-0.15001,35297.96,3.7751,1.2795,0.0,0.0,5.0872,-0.5663
-0.14999,35357.959,3.7742,1.282,,,5.0966,-0.56609
-0.15,35417.959,3.7733,1.2845,0.0,0.0,5.106,-0.566
-0.14999,35477.959,3.7724,1.287,,,5.1155,-0.56582
-0.14999,35537.959,3.7716,1.2895,0.33299,3.0319,5.1249,-0.5657
-0.14999,35597.96,3.7709,1.292,,,5.1343,-0.5656
-0.15,35657.96,3.7701,1.2945,0.0,0.0,5.1438,-0.56552
-0.14999,35717.959,3.7692,1.297,,,5.1532,-0.56534
-0.14999,35777.959,3.7683,1.2995,0.0,0.0,5.1626,-0.56521
-0.14999,35837.96,3.7675,1.302,,,5.172,-0.56509
-0.15,35897.959,3.7668,1.3045,0.0,3.0066,5.1814,-0.56502
-0.14999,35957.96,3.766,1.307,,,5.1908,-0.56486
-0.14999,36017.959,3.765,1.3095,0.0,0.0,5.2002,-0.56471
-0.14999,36077.959,3.764,1.312,,,5.2097,-0.56456
-0.14999,36137.959,3.7634,1.3145,0.0,0.0,5.2191,-0.56447
-0.14999,36197.958,3.7625,1.317,,,5.2285,-0.56434
-0.15,36257.959,3.7619,1.3195,0.33024,,5.2379,-0.56429
-0.14999,36317.96,3.761,1.322,,3.047,5.2473,-0.56411
-0.14999,36377.959,3.76,1.3245,0.0,,5.2567,-0.56396
-0.15,36437.959,3.7592,1.327,,0.0,5.2661,-0.56388
-0.15,36497.959,3.7584,1.3295,0.0,,5.2755,-0.56376
-0.14999,36557.959,3.7575,1.332,,0.0,5.2848,-0.56359
-0.14999,36617.959,3.7569,1.3345,0.0,,5.2942,-0.5635
-0.14999,36677.959,3.756,1.337,,3.0167,5.3036,-0.56336
-0.14998,36737.96,3.7551,1.3395,0.0,,5.313,-0.56319
-0.14998,36797.96,3.7542,1.342,,0.0,5.3224,-0.56305
-0.15,36857.959,3.7534,1.3445,0.0,,5.3318,-0.56301
-0.14999,36917.959,3.7528,1.347,,0.0,5.3412,-0.56288
-0.14999,36977.959,3.752,1.3495,0.33133,,5.3505,-0.56276
-0.14999,37037.959,3.7509,1.352,,3.0176,5.3599,-0.5626
-0.14999,37097.96,3.7501,1.3545,0.0,,5.3693,-0.56248
-0.14999,37157.959,3.7493,1.357,,0.0,5.3786,-0.56236
-0.14999,37217.96,3.7486,1.3595,0.0,,5.388,-0.56225
-0.14998,37277.959,3.7477,1.362,,0.0,5.3974,-0.56208
-0.15,37337.96,3.7467,1.3645,0.0,,5.4067,-0.56201
-0.15001,37397.96,3.746,1.367,,2.9882,5.4161,-0.56194
-0.14999,37457.959,3.7452,1.3695,0.0,,5.4255,-0.56174
-0.14999,37517.959,3.7444,1.372,,0.0,5.4348,-0.56162
-0.15,37577.96,3.7435,1.3745,0.0,,5.4442,-0.56153
-0.14999,37637.959,3.7425,1.377,,0.0,5.4535,-0.56134
-0.14998,37697.96,3.7417,1.3795,0.33526,,5.4629,-0.56118
-0.15,37757.959,3.741,1.382,,2.9797,5.4722,-0.56115
-0.14999,37817.96,3.7402,1.3845,0.0,,5.4816,-0.56099
-0.14999,37877.959,3.7391,1.387,,0.0,5.4909,-0.56083
-0.15,37937.959,3.7382,1.3895,0.0,,5.5003,-0.56073
-0.15,37997.959,3.7374,1.392,,0.0,5.5096,-0.56061
-0.14999,38057.959,3.7367,1.3945,0.0,,5.519,-0.56047
-0.14999,38117.959,3.7359,1.397,,2.9121,5.5283,-0.56035
-0.14998,38177.959,3.735,1.3995,0.0,,5.5376,-0.56018
-0.14998,38237.959,3.734,1.402,,0.0,5.547,-0.56003
-0.14999,38297.959,3.7332,1.4045,0.0,,5.5563,-0.55994
-0.14999,38357.959,3.7324,1.407,,0.0,5.5656,-0.55982
-0.14999,38417.958,3.7316,1.4095,0.34063,2.9356,5.575,-0.5597
-0.15,38477.959,3.7307,1.412,,,5.5843,-0.55961
-0.14999,38537.96,3.7297,1.4145,0.0,0.0,5.5936,-0.55942
-0.14999,38597.959,3.7289,1.417,,,5.6029,-0.5593
-0.14999,38657.959,3.7281,1.4195,0.0,0.0,5.6122,-0.55918
-0.14999,38717.959,3.7274,1.422,,,5.6216,-0.55907
-0.14998,38777.959,3.7264,1.4245,0.0,2.9417,5.6309,-0.55889
-0.15,38837.959,3.7255,1.427,,,5.6402,-0.55883
-0.14999,38897.959,3.7246,1.4295,0.0,0.0,5.6495,-0.55865
-0.15,38957.96,3.7239,1.432,,,5.6588,-0.55859
-0.14999,39017.959,3.7231,1.4345,0.0,0.0,5.6681,-0.55843
-0.15,39077.959,3.7222,1.437,,,5.6774,-0.55833
-0.14998,39137.959,3.7212,1.4395,0.34221,2.9232,5.6867,-0.55811
-0.15,39197.959,3.7204,1.442,,,5.696,-0.55806
-0.14999,39257.96,3.7197,1.4445,0.0,0.0,5.7053,-0.55792
-0.14999,39317.959,3.7188,1.447,,,5.7146,-0.55778
-0.14999,39377.959,3.7179,1.4495,0.0,0.0,5.7239,-0.55765
-0.14999,39437.959,3.7169,1.452,,,5.7332,-0.5575
-0.15,39497.959,3.7161,1.4545,0.0,2.9382,5.7425,-0.55742
-0.15,39557.96,3.7155,1.457,,,5.7518,-0.55733
-0.15,39617.959,3.7146,1.4595,0.0,0.0,5.761,-0.55719
-0.15,39677.959,3.7137,1.462,,,5.7703,-0.55706
-0.15,39737.959,3.7128,1.4645,0.0,0.0,5.7796,-0.55692
-0.14999,39797.959,3.7121,1.467,,,5.7889,-0.55678
-0.15,39857.959,3.7113,1.4695,0.33602,2.9961,5.7982,-0.5567
-0.15,39917.958,3.7105,1.472,,,5.8074,-0.55658
-0.14999,39977.96,3.7096,1.4745,0.0,0.0,5.8167,-0.5564
-0.14999,40037.959,3.7086,1.477,,,5.826,-0.55625
-0.14999,40097.959,3.7079,1.4795,0.0,0.0,5.8352,-0.55615
-0.14999,40157.959,3.7071,1.482,,,5.8445,-0.55603
-0.14999,40217.959,3.7064,1.4845,0.0,3.05,5.8538,-0.55592
-0.15,40277.96,3.7056,1.487,,,5.863,-0.55584
-0.15,40337.96,3.7045,1.4895,0.0,0.0,5.8723,-0.55568
-0.14999,40397.959,3.7038,1.492,,,5.8815,-0.55553
-0.14999,40457.959,3.7029,1.4945,0.0,0.0,5.8908,-0.5554
-0.14999,40517.959,3.7023,1.497,,,5.9001,-0.55531
-0.15,40577.959,3.7015,1.4995,0.32744,3.0785,5.9093,-0.55523
-0.14999,40637.959,3.7007,1.502,,,5.9186,-0.55507
-0.14999,40697.96,3.6997,1.5044,0.0,0.0,5.9278,-0.55492
-0.14999,40757.959,3.6989,1.5069,,,5.937,-0.5548
-0.15,40817.96,3.6983,1.5094,0.0,0.0,5.9463,-0.55475
-0.14999,40877.96,3.6975,1.5119,,,5.9555,-0.55459
-0.14999,40937.96,3.6968,1.5144,0.0,0.0,5.9648,-0.55448
-0.14999,40997.959,3.6958,1.5169,,3.146,5.974,-0.55433
-0.14999,41057.96,3.695,1.5194,0.0,,5.9832,-0.55421
-0.15,41117.96,3.6944,1.5219,,0.0,5.9925,-0.55416
-0.15,41177.959,3.6937,1.5244,0.0,,6.0017,-0.55406
-0.15,41237.959,3.6928,1.5269,,0.0,6.0109,-0.55392
-0.14999,41297.96,3.6919,1.5294,0.31561,,6.0202,-0.55375
-0.15,41357.959,3.6912,1.5319,,3.2049,6.0294,-0.55368
-0.14999,41417.959,3.6905,1.5344,0.0,,6.0386,-0.55354
-0.15,41477.96,3.6898,1.5369,,0.0,6.0478,-0.55347
-0.15,41537.959,3.6888,1.5394,0.0,,6.0571,-0.55332
-0.14999,41597.959,3.6881,1.5419,,0.0,6.0663,-0.55318
-0.15,41657.96,3.6873,1.5444,0.0,,6.0755,-0.5531
-0.14998,41717.959,3.6868,1.5469,,0.0,6.0847,-0.55295
-0.14999,41777.96,3.686,1.5494,0.0,3.2843,6.0939,-0.55286
-0.14999,41837.96,3.6851,1.5519,,,6.1031,-0.55273
-0.15,41897.959,3.6843,1.5544,0.0,0.0,6.1123,-0.55265
-0.14999,41957.959,3.6837,1.5569,,,6.1215,-0.55252
-0.14999,42017.96,3.683,1.5594,,0.0,6.1308,-0.55241
-0.15,42077.96,3.6823,1.5619,0.0,,6.14,-0.55235
-0.15,42137.959,3.6814,1.5644,0.30165,3.4082,6.1492,-0.55221
-0.14999,42197.959,3.6807,1.5669,,,6.1584,-0.55207
-0.14999,42257.959,3.6801,1.5694,0.0,0.0,6.1676,-0.55198
-0.15,42317.959,3.6795,1.5719,,,6.1768,-0.55193
-0.14999,42377.96,3.6786,1.5744,0.0,0.0,6.1859,-0.55175
-0.14999,42437.96,3.6778,1.5769,,,6.1951,-0.55163
-0.14999,42497.959,3.6771,1.5794,0.0,0.0,6.2043,-0.55153
-0.15,42557.959,3.6765,1.5819,,3.4772,6.2135,-0.55148
-0.15,42617.959,3.6759,1.5844,0.0,,6.2227,-0.55139
-0.14999,42677.959,3.6752,1.5869,,0.0,6.2319,-0.55124
-0.15,42737.959,3.6743,1.5894,0.0,,6.2411,-0.55115
-0.15,42797.959,3.6736,1.5919,,0.0,6.2503,-0.55104
-0.14999,42857.959,3.673,1.5944,0.0,,6.2594,-0.55091
-0.14998,42917.96,3.6724,1.5969,,0.0,6.2686,-0.55079
-0.15,42977.96,3.6717,1.5994,0.28182,,6.2778,-0.55076
-0.14999,43037.959,3.671,1.6019,,3.5906,6.287,-0.55061
-0.14998,43097.96,3.6701,1.6044,0.0,,6.2961,-0.55044
-0.14999,43157.96,3.6695,1.6069,,0.0,6.3053,-0.55039
-0.15,43217.959,3.6689,1.6094,0.0,,6.3145,-0.55034
-0.14998,43277.959,3.6683,1.6119,,0.0,6.3237,-0.55017
-0.15,43337.96,3.6676,1.6144,0.0,,6.3328,-0.55014
-0.15,43397.959,3.6669,1.6169,,0.0,6.342,-0.55004
-0.15,43457.959,3.6661,1.6194,0.0,3.7143,6.3511,-0.54992
-0.14998,43517.96,3.6655,1.6219,,,6.3603,-0.54975
-0.14998,43577.96,3.6649,1.6244,0.0,0.0,6.3695,-0.54966
-0.14999,43637.959,3.6643,1.6269,,,6.3786,-0.54961
-0.15,43697.959,3.6637,1.6294,0.0,0.0,6.3878,-0.54956
-0.14999,43757.96,3.6628,1.6319,,,6.3969,-0.54938
-0.14999,43817.96,3.6622,1.6344,0.0,0.0,6.4061,-0.54929
-0.15,43877.959,3.6617,1.6369,0.266,,6.4152,-0.54926
-0.15,43937.959,3.6611,1.6394,,3.8308,6.4244,-0.54917
-0.14999,43997.959,3.6604,1.6419,0.0,,6.4335,-0.54902
-0.14999,44057.959,3.6597,1.6444,,0.0,6.4427,-0.54892
-0.14999,44117.959,3.659,1.6469,0.0,,6.4518,-0.54881
-0.14999,44177.959,3.6585,1.6494,,0.0,6.461,-0.54874
-0.14999,44237.96,3.6579,1.6519,0.0,,6.4701,-0.54865
-0.14999,44297.96,3.6573,1.6544,,0.0,6.4793,-0.54856
-0.15,44357.959,3.6565,1.6569,0.0,,6.4884,-0.54848
-0.14999,44417.96,3.6559,1.6594,,3.9243,6.4975,-0.54835
-0.14999,44477.959,3.6555,1.6619,0.0,,6.5067,-0.54829
-0.15001,44537.959,3.6548,1.6644,,0.0,6.5158,-0.54826
-0.14999,44597.959,3.654,1.6669,0.0,,6.5249,-0.54806
-0.14999,44657.959,3.6535,1.6694,,0.0,6.5341,-0.54799
-0.14998,44717.96,3.6528,1.6719,0.0,,6.5432,-0.54785
-0.14998,44777.959,3.6524,1.6744,,0.0,6.5523,-0.54779
-0.14999,44837.959,3.6517,1.6769,0.25038,,6.5615,-0.54772
-0.14999,44897.96,3.651,1.6794,,4.0994,6.5706,-0.54761
-0.15,44957.96,3.6504,1.6819,0.0,,6.5797,-0.54756
-0.14998,45017.959,3.6498,1.6844,,0.0,6.5888,-0.5474
-0.15,45077.96,3.6492,1.6869,0.0,,6.5979,-0.54738
-0.15,45137.96,3.6487,1.6894,,0.0,6.6071,-0.54731
-0.14999,45197.959,3.6481,1.6919,0.0,,6.6162,-0.54718
-0.15,45257.959,3.6474,1.6944,,0.0,6.6253,-0.54711
-0.14999,45317.96,3.6468,1.6969,0.0,,6.6344,-0.54698
-0.14999,45377.96,3.6463,1.6994,,4.1667,6.6435,-0.54691
-0.14999,45437.96,3.6458,1.7019,0.0,,6.6526,-0.54683
-0.15,45497.959,3.6453,1.7044,,0.0,6.6617,-0.5468
-0.15001,45557.958,3.6445,1.7069,0.0,,6.6709,-0.54671
-0.15,45617.958,3.6439,1.7094,,0.0,6.68,-0.54659
-0.14998,45677.96,3.6434,1.7119,0.0,,6.6891,-0.54644
-0.15,45737.959,3.6429,1.7144,,0.0,6.6982,-0.54644
-0.14999,45797.959,3.6423,1.7169,0.0,,6.7073,-0.54631
-0.14998,45857.959,3.6416,1.7194,0.23712,0.0,6.7164,-0.54617
-0.14999,45917.959,3.6409,1.7219,,4.2658,6.7255,-0.5461
-0.14998,45977.959,3.6406,1.7244,0.0,,6.7346,-0.54602
-0.15,46037.959,3.64,1.7269,,0.0,6.7437,-0.546
-0.14999,46097.96,3.6394,1.7294,0.0,,6.7528,-0.54587
-0.14999,46157.959,3.6386,1.7319,,0.0,6.7619,-0.54575
-0.15,46217.96,3.6381,1.7344,0.0,,6.771,-0.54572
-0.14999,46277.958,3.6376,1.7369,,0.0,6.7801,-0.5456
-0.14999,46337.959,3.6371,1.7394,0.0,,6.7891,-0.54553
-0.14999,46397.959,3.6366,1.7419,,4.3673,6.7982,-0.54545
-0.14998,46457.959,3.6358,1.7444,0.0,,6.8073,-0.5453
-0.15,46517.96,3.6353,1.7469,,0.0,6.8164,-0.5453
-0.15,46577.959,3.6348,1.7494,0.0,,6.8255,-0.54522
-0.14999,46637.959,3.6343,1.7519,,0.0,6.8346,-0.54511
-0.14998,46697.959,3.6337,1.7544,0.0,,6.8437,-0.54498
-0.15,46757.96,3.6331,1.7569,,0.0,6.8527,-0.54497
-0.15,46817.959,3.6324,1.7594,0.0,,6.8618,-0.54486
-0.14998,46877.96,3.6319,1.7619,0.22726,0.0,6.8709,-0.54471
-0.14998,46937.959,3.6315,1.7644,,4.4539,6.88,-0.54465
-0.14999,46997.959,3.6309,1.7669,0.0,,6.889,-0.5446
-0.14999,47057.959,3.6302,1.7694,,0.0,6.8981,-0.54449
-0.14999,47117.959,3.6297,1.7719,0.0,,6.9072,-0.54442
-0.14999,47177.959,3.6292,1.7744,,0.0,6.9163,-0.54434
-0.15,47237.959,3.6287,1.7769,0.0,,6.9253,-0.54431
-0.15,47297.959,3.6281,1.7794,,0.0,6.9344,-0.54422
-0.14998,47357.959,3.6275,1.7819,0.0,,6.9435,-0.54405
-0.14999,47417.959,3.6269,1.7844,,0.0,6.9525,-0.544
-0.14999,47477.959,3.6263,1.7869,,4.4596,6.9616,-0.54391
-0.14999,47537.959,3.6259,1.7894,0.0,,6.9707,-0.54385
-0.14999,47597.959,3.6254,1.7918,,0.0,6.9797,-0.54377
-0.15,47657.96,3.6246,1.7943,0.0,,6.9888,-0.54369
-0.14999,47717.96,3.6241,1.7968,,0.0,6.9978,-0.54358
-0.14999,47777.96,3.6235,1.7993,0.0,,7.0069,-0.54349
-0.15,47837.959,3.6231,1.8018,,0.0,7.0159,-0.54347
-0.14999,47897.959,3.6226,1.8043,0.0,,7.025,-0.54335
-0.14998,47957.96,3.6219,1.8068,0.22416,0.0,7.034,-0.54321
-0.15,48017.959,3.6213,1.8093,,4.5128,7.0431,-0.5432
-0.15,48077.959,3.6208,1.8118,0.0,,7.0521,-0.54312
-0.14999,48137.959,3.6203,1.8143,,0.0,7.0612,-0.54301
-0.14999,48197.959,3.6198,1.8168,0.0,,7.0702,-0.54293
-0.14999,48257.959,3.6191,1.8193,,0.0,7.0793,-0.54283
-0.15,48317.959,3.6186,1.8218,0.0,,7.0883,-0.54279
-0.14998,48377.959,3.618,1.8243,,0.0,7.0974,-0.54263
-0.14999,48437.959,3.6175,1.8268,0.0,,7.1064,-0.54259
-0.14999,48497.96,3.617,1.8293,,0.0,7.1155,-0.54251
-0.15,48557.959,3.6164,1.8318,0.0,4.463,7.1245,-0.54246
-0.14999,48617.959,3.6157,1.8343,,,7.1335,-0.54232
-0.14999,48677.959,3.6152,1.8368,0.0,0.0,7.1426,-0.54224
-0.14999,48737.959,3.6148,1.8393,,,7.1516,-0.54218
-0.14999,48797.959,3.6142,1.8418,0.0,0.0,7.1606,-0.54209
-0.14998,48857.959,3.6136,1.8443,,,7.1697,-0.54197
-0.14998,48917.96,3.6129,1.8468,0.0,0.0,7.1787,-0.54186
-0.14999,48977.96,3.6123,1.8493,,,7.1877,-0.54181
-0.14999,49037.96,3.6119,1.8518,0.2232,0.0,7.1968,-0.54175
-0.14999,49097.959,3.6114,1.8543,,4.4623,7.2058,-0.54167
-0.14998,49157.958,3.6108,1.8568,0.0,,7.2148,-0.54155
-0.14999,49217.959,3.6102,1.8593,,0.0,7.2238,-0.54149
-0.14999,49277.96,3.6095,1.8618,0.0,,7.2328,-0.54139
-0.14999,49337.959,3.6089,1.8643,,0.0,7.2419,-0.5413
-0.14999,49397.959,3.6084,1.8668,0.0,,7.2509,-0.54122
-0.14999,49457.959,3.6079,1.8693,,0.0,7.2599,-0.54115
-0.14999,49517.959,3.6074,1.8718,0.0,,7.2689,-0.54107
-0.14999,49577.959,3.6067,1.8743,,0.0,7.2779,-0.54097
-0.14999,49637.959,3.606,1.8768,0.0,4.3166,7.2869,-0.54086
-0.14999,49697.96,3.6055,1.8793,,,7.296,-0.54079
-0.15,49757.959,3.605,1.8818,0.0,0.0,7.305,-0.54075
-0.14999,49817.96,3.6045,1.8843,,,7.314,-0.54064
-0.15,49877.959,3.6037,1.8868,0.0,0.0,7.323,-0.54056
-0.14998,49937.959,3.6031,1.8893,,,7.332,-0.54039
-0.14999,49997.959,3.6025,1.8918,0.0,0.0,7.341,-0.54034
-0.15,50057.96,3.6021,1.8943,,,7.35,-0.54032
-0.15,50117.959,3.6015,1.8968,0.23215,4.2609,7.359,-0.54023
-0.14999,50177.959,3.6007,1.8993,,,7.368,-0.54007
-0.15,50237.96,3.6001,1.9018,0.0,0.0,7.377,-0.54002
-0.15,50297.96,3.5996,1.9043,,,7.386,-0.53994
-0.14999,50357.96,3.5991,1.9068,0.0,0.0,7.395,-0.53983
-0.14999,50417.959,3.5985,1.9093,,,7.404,-0.53974
-0.14999,50477.959,3.5977,1.9118,0.0,0.0,7.413,-0.53962
-0.15,50537.959,3.5971,1.9143,,,7.422,-0.53957
-0.15,50597.96,3.5966,1.9168,0.0,0.0,7.431,-0.53949
-0.15,50657.96,3.5961,1.9193,,4.1707,7.4399,-0.53942
-0.14999,50717.959,3.5954,1.9218,0.0,,7.4489,-0.53927
-0.14998,50777.959,3.5947,1.9243,,0.0,7.4579,-0.53913
-0.14999,50837.96,3.594,1.9268,0.0,,7.4669,-0.53906
-0.14999,50897.959,3.5936,1.9293,,0.0,7.4759,-0.539
-0.14999,50957.959,3.593,1.9318,0.0,,7.4849,-0.53891
-0.14999,51017.96,3.5923,1.9343,,0.0,7.4938,-0.53881
-0.14999,51077.959,3.5916,1.9368,0.24293,,7.5028,-0.5387
-0.15,51137.959,3.591,1.9393,,4.0543,7.5118,-0.53865
-0.14999,51197.96,3.5904,1.9418,0.0,,7.5208,-0.53852
-0.14999,51257.959,3.5899,1.9443,,0.0,7.5297,-0.53845
-0.15,51317.959,3.5893,1.9468,0.0,,7.5387,-0.5384
-0.14998,51377.96,3.5885,1.9493,,0.0,7.5477,-0.5382
-0.14999,51437.959,3.5878,1.9518,0.0,,7.5566,-0.53813
-0.14998,51497.96,3.5873,1.9543,,0.0,7.5656,-0.53802
-0.14999,51557.96,3.5867,1.9568,0.0,,7.5746,-0.53797
-0.14999,51617.958,3.586,1.9593,,3.9763,7.5835,-0.53786
-0.14999,51677.96,3.5853,1.9618,0.0,,7.5925,-0.53776
-0.14999,51737.959,3.5847,1.9643,,0.0,7.6015,-0.53767
-0.14999,51797.959,3.5842,1.9668,0.0,,7.6104,-0.53759
-0.15,51857.96,3.5835,1.9693,,0.0,7.6194,-0.53753
-0.14999,51917.96,3.5828,1.9718,0.0,,7.6283,-0.53738
-0.14999,51977.96,3.5821,1.9743,,0.0,7.6373,-0.53728
-0.15,52037.959,3.5814,1.9768,0.25367,,7.6462,-0.53721
-0.15,52097.959,3.5809,1.9793,,3.8852,7.6552,-0.53714
-0.14999,52157.96,3.5803,1.9818,0.0,,7.6641,-0.53701
-0.14999,52217.959,3.5795,1.9843,,0.0,7.6731,-0.53689
-0.15,52277.96,3.5788,1.9868,0.0,,7.682,-0.53682
-0.14998,52337.959,3.5781,1.9893,,0.0,7.691,-0.53664
-0.14999,52397.959,3.5776,1.9918,0.0,,7.6999,-0.5366
-0.14998,52457.959,3.577,1.9943,,0.0,7.7088,-0.53648
-0.14999,52517.96,3.5761,1.9968,0.0,3.7947,7.7178,-0.53638
-0.15,52577.959,3.5755,1.9993,,,7.7267,-0.53633
-0.14999,52637.96,3.5748,2.0018,0.0,0.0,7.7356,-0.53618
-0.15,52697.96,3.5743,2.0043,,,7.7446,-0.53615
-0.14999,52757.959,3.5736,2.0068,0.0,0.0,7.7535,-0.536
-0.14999,52817.96,3.5728,2.0093,,,7.7624,-0.53588
-0.15,52877.958,3.5721,2.0118,0.0,0.0,7.7714,-0.53582
-0.14999,52937.959,3.5714,2.0143,0.26546,,7.7803,-0.53567
