Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.14998,52997.96,3.5709,2.0168,,3.6961,7.7892,-0.53556
-0.14999,53057.959,3.5702,2.0193,0.0,,7.7981,-0.53549
-0.14999,53117.96,3.5693,2.0218,,0.0,7.8071,-0.53536
-0.14999,53177.96,3.5687,2.0243,0.0,,7.816,-0.53527
-0.14999,53237.959,3.5679,2.0268,,0.0,7.8249,-0.53515
-0.15,53297.959,3.5674,2.0293,0.0,,7.8338,-0.53511
-0.15,53357.959,3.5668,2.0318,,0.0,7.8427,-0.53502
-0.15,53417.96,3.5659,2.0343,0.0,3.6296,7.8516,-0.53489
-0.14999,53477.959,3.5652,2.0368,,,7.8606,-0.53474
-0.15,53537.96,3.5645,2.0393,0.0,0.0,7.8695,-0.53468
-0.14999,53597.959,3.5639,2.0418,,,7.8784,-0.53455
-0.14999,53657.96,3.5632,2.0443,0.0,0.0,7.8873,-0.53444
-0.14999,53717.959,3.5623,2.0468,,,7.8962,-0.53431
-0.15,53777.96,3.5616,2.0493,0.28022,0.0,7.9051,-0.53424
-0.14999,53837.96,3.561,2.0518,,3.514,7.914,-0.53411
-0.14999,53897.96,3.5604,2.0543,0.0,,7.9229,-0.53402
-0.14999,53957.959,3.5596,2.0568,,0.0,7.9318,-0.5339
-0.14999,54017.959,3.5588,2.0593,0.0,,7.9407,-0.53378
-0.14999,54077.959,3.558,2.0618,,0.0,7.9496,-0.53366
-0.14999,54137.96,3.5573,2.0643,0.0,,7.9585,-0.53356
-0.14999,54197.959,3.5567,2.0668,,0.0,7.9674,-0.53347
-0.15,54257.96,3.556,2.0693,0.0,3.4299,7.9762,-0.5334
-0.15,54317.96,3.555,2.0718,,,7.9851,-0.53325
-0.14998,54377.959,3.5543,2.0743,0.0,0.0,7.994,-0.53307
-0.14999,54437.959,3.5536,2.0768,,,8.0029,-0.533
-0.15,54497.959,3.553,2.0793,0.0,0.0,8.0118,-0.53295
-0.15,54557.96,3.5522,2.0817,,,8.0207,-0.53283
-0.14999,54617.959,3.5514,2.0842,0.29341,0.0,8.0295,-0.53267
-0.14999,54677.959,3.5506,2.0867,,3.3695,8.0384,-0.53255
-0.15,54737.959,3.5499,2.0892,0.0,,8.0473,-0.53249
-0.14999,54797.959,3.5492,2.0917,,0.0,8.0561,-0.53234
-0.15,54857.959,3.5485,2.0942,0.0,,8.065,-0.53228
-0.14999,54917.959,3.5475,2.0967,,0.0,8.0739,-0.53209
-0.14999,54977.959,3.5467,2.0992,0.0,,8.0827,-0.53197
-0.14999,55037.959,3.5461,2.1017,,3.2813,8.0916,-0.53188
-0.14999,55097.959,3.5454,2.1042,0.0,,8.1005,-0.53177
-0.15,55157.959,3.5446,2.1067,,0.0,8.1093,-0.53169
-0.14999,55217.959,3.5436,2.1092,0.0,,8.1182,-0.5315
-0.14999,55277.959,3.5429,2.1117,,0.0,8.127,-0.5314
-0.15,55337.96,3.5422,2.1142,0.0,,8.1359,-0.53133
-0.15,55397.96,3.5415,2.1167,0.30569,0.0,8.1447,-0.53123
-0.15,55457.96,3.5408,2.1192,,3.2366,8.1536,-0.53112
-0.14999,55517.959,3.5398,2.1217,0.0,,8.1624,-0.53093
-0.15,55577.96,3.539,2.1242,,0.0,8.1713,-0.53085
-0.14999,55637.959,3.5383,2.1267,0.0,,8.1801,-0.53071
-0.15,55697.959,3.5376,2.1292,,0.0,8.189,-0.53064
-0.14999,55757.96,3.5369,2.1317,0.0,,8.1978,-0.5305
-0.14999,55817.959,3.5359,2.1342,,3.2055,8.2067,-0.53035
-0.14998,55877.959,3.5351,2.1367,0.0,,8.2155,-0.53019
-0.15,55937.96,3.5343,2.1392,,0.0,8.2243,-0.53015
-0.14999,55997.96,3.5337,2.1417,0.0,,8.2332,-0.53002
-0.15,56057.96,3.5329,2.1442,,0.0,8.242,-0.52994
-0.15,56117.96,3.5319,2.1467,0.0,,8.2508,-0.52979
-0.14999,56177.959,3.5311,2.1492,0.31336,3.1656,8.2596,-0.52963
-0.14999,56237.96,3.5305,2.1517,,,8.2685,-0.52954
-0.14999,56297.96,3.5298,2.1542,0.0,0.0,8.2773,-0.52943
-0.14999,56357.959,3.529,2.1567,,,8.2861,-0.52931
-0.15,56417.96,3.528,2.1592,0.0,0.0,8.2949,-0.5292
-0.15,56477.959,3.5272,2.1617,,,8.3037,-0.52908
-0.14999,56537.959,3.5266,2.1642,0.0,0.0,8.3126,-0.52895
-0.15,56597.958,3.5258,2.1667,,3.1654,8.3214,-0.52887
-0.14999,56657.959,3.525,2.1692,0.0,,8.3302,-0.52871
-0.15,56717.959,3.524,2.1717,,0.0,8.339,-0.5286
-0.15,56777.96,3.5233,2.1742,0.0,,8.3478,-0.5285
-0.14999,56837.96,3.5225,2.1767,,0.0,8.3566,-0.52834
-0.14999,56897.96,3.5218,2.1792,0.31877,,8.3654,-0.52823
-0.15,56957.959,3.5209,2.1817,,3.1212,8.3742,-0.52814
-0.15,57017.959,3.52,2.1842,0.0,,8.383,-0.528
-0.15,57077.959,3.5192,2.1867,,0.0,8.3918,-0.52788
-0.15,57137.959,3.5185,2.1892,0.0,,8.4006,-0.52778
-0.15,57197.959,3.5177,2.1917,,0.0,8.4094,-0.52766
-0.15,57257.96,3.5168,2.1942,0.0,,8.4182,-0.52752
-0.14999,57317.959,3.5159,2.1967,,3.0471,8.427,-0.52735
-0.14999,57377.959,3.5152,2.1992,0.0,,8.4357,-0.52724
-0.15,57437.959,3.5144,2.2017,,0.0,8.4445,-0.52716
-0.14999,57497.959,3.5136,2.2042,0.0,,8.4533,-0.527
-0.14999,57557.959,3.5127,2.2067,,0.0,8.4621,-0.52687
-0.15,57617.96,3.5118,2.2092,0.32761,,8.4709,-0.52677
-0.14999,57677.959,3.5109,2.2117,,3.0245,8.4796,-0.5266
-0.14999,57737.959,3.5102,2.2142,0.0,,8.4884,-0.52649
-0.15,57797.959,3.5095,2.2167,,0.0,8.4972,-0.52643
-0.14999,57857.959,3.5084,2.2192,0.0,,8.506,-0.52622
-0.14999,57917.96,3.5076,2.2217,,0.0,8.5147,-0.5261
-0.14999,57977.96,3.5067,2.2242,0.0,,8.5235,-0.52597
-0.14999,58037.959,3.506,2.2267,,2.9723,8.5323,-0.52586
-0.15,58097.959,3.5052,2.2292,0.0,,8.541,-0.52578
-0.14999,58157.959,3.5042,2.2317,,0.0,8.5498,-0.52559
-0.14999,58217.959,3.5033,2.2342,0.0,,8.5585,-0.52546
-0.15,58277.96,3.5025,2.2367,,0.0,8.5673,-0.52538
-0.15,58337.96,3.5017,2.2392,0.34065,,8.576,-0.52526
-0.14999,58397.959,3.5008,2.2417,,2.8873,8.5848,-0.52508
-0.15,58457.959,3.4998,2.2442,0.0,,8.5935,-0.52497
-0.14999,58517.958,3.4989,2.2467,,0.0,8.6023,-0.5248
-0.15,58577.96,3.4982,2.2492,0.0,,8.611,-0.52473
-0.14998,58637.959,3.4973,2.2517,,0.0,8.6198,-0.52453
-0.14999,58697.959,3.4962,2.2542,0.0,2.8311,8.6285,-0.5244
-0.14998,58757.959,3.4953,2.2567,,,8.6372,-0.52423
-0.15,58817.959,3.4945,2.2592,0.0,,8.646,-0.52418
-0.14998,58877.959,3.4936,2.2617,,0.0,8.6547,-0.52397
-0.15001,58937.96,3.4928,2.2642,0.0,,8.6634,-0.52395
-0.14999,58997.959,3.4918,2.2667,0.35801,0.0,8.6722,-0.52374
-0.15,59057.959,3.4908,2.2692,,2.7398,8.6809,-0.52362
-0.15,59117.959,3.4898,2.2717,0.0,,8.6896,-0.52347
-0.14999,59177.958,3.4891,2.2742,,0.0,8.6983,-0.52333
-0.15,59237.96,3.4881,2.2767,0.0,,8.7071,-0.52322
-0.14999,59297.959,3.487,2.2792,,0.0,8.7158,-0.52302
-0.15,59357.959,3.4861,2.2817,0.0,2.6965,8.7245,-0.52292
-0.14999,59417.959,3.4851,2.2842,,,8.7332,-0.52273
-0.14999,59477.959,3.4844,2.2867,0.0,0.0,8.7419,-0.52263
-0.15,59537.959,3.4834,2.2892,,,8.7506,-0.52251
-0.14999,59597.959,3.4825,2.2917,0.0,0.0,8.7593,-0.52234
-0.14999,59657.959,3.4813,2.2942,0.37488,,8.768,-0.52216
-0.14999,59717.96,3.4804,2.2967,,2.6157,8.7767,-0.52203
-0.14999,59777.959,3.4795,2.2992,0.0,,8.7854,-0.52189
-0.14999,59837.96,3.4787,2.3017,,0.0,8.7941,-0.52177
-0.14999,59897.96,3.4777,2.3042,0.0,,8.8028,-0.52162
-0.15,59957.959,3.4765,2.3067,,0.0,8.8115,-0.52148
-0.14999,60017.96,3.4756,2.3092,0.0,2.5846,8.8202,-0.52131
-0.14999,60077.959,3.4747,2.3117,,,8.8289,-0.52117
-0.14999,60137.96,3.4737,2.3142,0.0,0.0,8.8375,-0.52102
-0.14999,60197.96,3.4728,2.3167,,,8.8462,-0.52089
-0.14999,60257.959,3.4716,2.3192,0.38996,0.0,8.8549,-0.52071
-0.14999,60317.959,3.4707,2.3217,,2.56,8.8636,-0.52057
-0.15,60377.959,3.4696,2.3242,0.0,,8.8722,-0.52044
-0.14998,60437.96,3.4688,2.3267,,0.0,8.8809,-0.52025
-0.14999,60497.96,3.4678,2.3292,0.0,,8.8896,-0.52014
-0.14998,60557.959,3.4666,2.3317,,0.0,8.8982,-0.51992
-0.14999,60617.959,3.4656,2.3342,0.0,2.4989,8.9069,-0.51981
-0.15,60677.959,3.4647,2.3367,,,8.9156,-0.51971
-0.14999,60737.959,3.4638,2.3392,0.0,0.0,8.9242,-0.51954
-0.14999,60797.96,3.4628,2.3417,,,8.9329,-0.51939
-0.14999,60857.96,3.4617,2.3442,0.40127,0.0,8.9415,-0.51922
-0.14999,60917.959,3.4606,2.3467,,2.4676,8.9502,-0.51906
-0.14999,60977.96,3.4597,2.3492,0.0,,8.9588,-0.51892
-0.14999,61037.959,3.4586,2.3517,,0.0,8.9675,-0.51876
-0.14999,61097.959,3.4576,2.3542,0.0,,8.9761,-0.51861
-0.15,61157.958,3.4565,2.3567,,0.0,8.9848,-0.51848
-0.14999,61217.959,3.4554,2.3592,0.0,2.4329,8.9934,-0.51828
-0.14999,61277.96,3.4544,2.3617,,,9.002,-0.51813
-0.14999,61337.959,3.4535,2.3642,0.0,0.0,9.0107,-0.51799
-0.14998,61397.959,3.4525,2.3667,,,9.0193,-0.51781
-0.14999,61457.959,3.4513,2.3692,0.413,0.0,9.0279,-0.51766
-0.14999,61517.96,3.4503,2.3717,,2.4126,9.0365,-0.51751
-0.14999,61577.959,3.4494,2.3741,0.0,,9.0452,-0.51738
-0.14999,61637.959,3.4483,2.3766,,0.0,9.0538,-0.51721
-0.14998,61697.96,3.4473,2.3791,0.0,,9.0624,-0.51703
-0.14999,61757.96,3.4462,2.3816,,2.4324,9.071,-0.5169
-0.14999,61817.96,3.4452,2.3841,0.0,,9.0796,-0.51675
-0.14999,61877.959,3.4443,2.3866,,0.0,9.0882,-0.51661
-0.15,61937.959,3.4433,2.3891,0.0,,9.0968,-0.5165
-0.14998,61997.958,3.4423,2.3916,,0.0,9.1054,-0.51628
-0.14999,62057.959,3.4412,2.3941,0.40444,2.5183,9.114,-0.51615
-0.15,62117.96,3.4402,2.3966,,,9.1226,-0.51603
-0.14999,62177.959,3.4394,2.3991,0.0,,9.1312,-0.51588
-0.14999,62237.96,3.4385,2.4016,,0.0,9.1398,-0.51574
-0.14999,62297.96,3.4374,2.4041,0.0,,9.1484,-0.51558
-0.14999,62357.959,3.4366,2.4066,,0.0,9.157,-0.51546
-0.14999,62417.959,3.4356,2.4091,0.0,2.6703,9.1656,-0.51531
-0.15,62477.959,3.4349,2.4116,,,9.1742,-0.51524
-0.14999,62537.96,3.434,2.4141,0.0,0.0,9.1828,-0.51507
-0.14999,62597.96,3.4331,2.4166,,,9.1913,-0.51493
-0.14999,62657.959,3.4322,2.4191,0.0,0.0,9.1999,-0.5148
-0.14999,62717.959,3.4314,2.4216,0.36134,,9.2085,-0.51468
-0.14999,62777.959,3.4307,2.4241,,2.9256,9.2171,-0.51457
-0.14999,62837.959,3.4299,2.4266,0.0,,9.2257,-0.51445
-0.15,62897.959,3.4291,2.4291,,0.0,9.2342,-0.51437
-0.14999,62957.959,3.4282,2.4316,0.0,,9.2428,-0.5142
-0.15,63017.96,3.4275,2.4341,,0.0,9.2514,-0.51413
-0.14999,63077.959,3.4267,2.4366,0.0,,9.2599,-0.51397
-0.15,63137.959,3.4261,2.4391,,3.2136,9.2685,-0.51392
-0.14999,63197.96,3.4254,2.4416,0.0,,9.277,-0.51378
-0.15,63257.96,3.4245,2.4441,,0.0,9.2856,-0.51368
-0.14999,63317.96,3.4237,2.4466,0.0,,9.2942,-0.51352
-0.15001,63377.959,3.423,2.4491,,0.0,9.3027,-0.51348
-0.14999,63437.959,3.4225,2.4516,0.0,,9.3113,-0.51334
-0.15,63497.96,3.4218,2.4541,0.30234,0.0,9.3198,-0.51327
-0.15,63557.96,3.4209,2.4566,,3.4695,9.3284,-0.51314
-0.14999,63617.96,3.4201,2.4591,0.0,,9.3369,-0.51298
-0.14999,63677.96,3.4195,2.4616,,0.0,9.3455,-0.51289
-0.14999,63737.959,3.419,2.4641,0.0,,9.354,-0.51282
-0.14999,63797.959,3.4182,2.4666,,0.0,9.3626,-0.5127
-0.15,63857.959,3.4173,2.4691,0.0,,9.3711,-0.5126
-0.15,63917.96,3.4167,2.4716,,0.0,9.3796,-0.51251
-0.14999,63977.96,3.416,2.4741,0.0,3.5762,9.3882,-0.51237
-0.14999,64037.96,3.4155,2.4766,,,9.3967,-0.51229
-0.14999,64097.959,3.4147,2.4791,0.0,0.0,9.4053,-0.51217
-0.15,64157.959,3.4139,2.4816,,,9.4138,-0.51209
-0.14999,64217.96,3.4132,2.4841,0.0,0.0,9.4223,-0.51195
-0.14999,64277.96,3.4125,2.4866,,,9.4309,-0.51184
-0.14999,64337.96,3.412,2.4891,0.28052,0.0,9.4394,-0.51177
-0.14999,64397.96,3.4112,2.4916,,3.5563,9.4479,-0.51165
-0.14999,64457.959,3.4104,2.4941,0.0,,9.4564,-0.51153
-0.15,64517.959,3.4096,2.4966,,0.0,9.465,-0.51144
-0.14999,64577.96,3.409,2.4991,0.0,,9.4735,-0.51132
-0.14998,64637.96,3.4084,2.5016,,0.0,9.482,-0.51119
-0.15,64697.959,3.4076,2.5041,,,9.4905,-0.51114
-0.15,64757.959,3.4068,2.5066,0.0,0.0,9.499,-0.51102
-0.14999,64817.96,3.406,2.5091,,3.4637,9.5075,-0.51087
-0.14998,64877.96,3.4053,2.5116,0.0,,9.516,-0.51073
-0.14999,64937.959,3.4047,2.5141,,0.0,9.5246,-0.51067
-0.14999,64997.96,3.4039,2.5166,0.0,,9.5331,-0.51055
-0.14999,65057.959,3.403,2.5191,,0.0,9.5416,-0.51042
-0.14999,65117.959,3.4023,2.5216,0.0,,9.5501,-0.51031
-0.15,65177.959,3.4016,2.5241,0.29321,0.0,9.5586,-0.51024
-0.14999,65237.96,3.4009,2.5266,,3.3099,9.5671,-0.5101
-0.14999,65297.959,3.4001,2.5291,0.0,,9.5756,-0.50998
-0.14999,65357.96,3.3991,2.5316,,0.0,9.5841,-0.50983
-0.15,65417.959,3.3983,2.5341,0.0,,9.5926,-0.50975
-0.15,65477.959,3.3976,2.5366,,0.0,9.6011,-0.50964
-0.14998,65537.959,3.3969,2.5391,0.0,,9.6096,-0.50947
-0.14999,65597.959,3.3961,2.5416,,3.1426,9.618,-0.50938
-0.14999,65657.96,3.3952,2.5441,0.0,,9.6265,-0.50925
-0.14999,65717.959,3.3943,2.5466,,0.0,9.635,-0.50911
-0.14999,65777.96,3.3934,2.5491,0.0,,9.6435,-0.50898
-0.15,65837.96,3.3927,2.5516,,0.0,9.652,-0.50891
-0.15,65897.959,3.3918,2.5541,0.32828,,9.6605,-0.50877
-0.15,65957.959,3.3908,2.5566,,2.9036,9.6689,-0.50862
-0.14999,66017.959,3.3898,2.5591,0.0,,9.6774,-0.50844
-0.15,66077.959,3.389,2.5616,,0.0,9.6859,-0.50835
-0.14999,66137.959,3.3881,2.5641,0.0,,9.6943,-0.50818
-0.14999,66197.96,3.3872,2.5666,,0.0,9.7028,-0.50805
-0.14999,66257.959,3.3861,2.5691,0.0,2.7005,9.7113,-0.50788
-0.15,66317.959,3.3851,2.5716,,,9.7197,-0.50777
-0.14999,66377.96,3.3842,2.5741,0.0,0.0,9.7282,-0.5076
-0.15,66437.959,3.3833,2.5766,,,9.7367,-0.5075
-0.14999,66497.96,3.3822,2.5791,0.0,0.0,9.7451,-0.5073
-0.15,66557.959,3.381,2.5816,0.38299,2.4579,9.7536,-0.50715
-0.15,66617.959,3.3799,2.5841,,,9.762,-0.50699
-0.14999,66677.959,3.379,2.5866,0.0,0.0,9.7705,-0.50682
-0.14998,66737.959,3.3779,2.5891,,,9.7789,-0.50662
-0.15,66797.959,3.3766,2.5916,0.0,0.0,9.7873,-0.50649
-0.15,66857.96,3.3755,2.5941,,2.269,9.7958,-0.50633
-0.14999,66917.96,3.3742,2.5966,0.0,,9.8042,-0.5061
-0.14999,66977.96,3.3732,2.5991,,0.0,9.8126,-0.50595
-0.14999,67037.959,3.372,2.6016,0.0,,9.8211,-0.50577
-0.15001,67097.959,3.3705,2.6041,0.45867,2.0576,9.8295,-0.50561
-0.14999,67157.959,3.3692,2.6066,,,9.8379,-0.50535
-0.14999,67217.96,3.3679,2.6091,0.0,0.0,9.8463,-0.50515
-0.14999,67277.96,3.3666,2.6116,,,9.8547,-0.50496
-0.15001,67337.959,3.3652,2.6141,0.0,1.8459,9.8632,-0.50481
-0.15,67397.959,3.3637,2.6166,,,9.8716,-0.50456
-0.15,67457.959,3.3621,2.6191,0.0,0.0,9.88,-0.50432
-0.14999,67517.959,3.3606,2.6216,0.55507,1.7014,9.8884,-0.50406
-0.15,67577.96,3.359,2.6241,,,9.8968,-0.50385
-0.14999,67637.96,3.3574,2.6266,0.0,0.0,9.9052,-0.50358
-0.15,67697.96,3.3557,2.6291,,1.5334,9.9136,-0.50336
-0.15,67757.959,3.3539,2.6316,0.0,,9.9219,-0.50309
-0.14997,67817.959,3.3521,2.6341,,0.0,9.9303,-0.50271
-0.14999,67877.96,3.3502,2.6366,0.67214,1.4074,9.9387,-0.5025
-0.15,67937.96,3.3485,2.6391,,,9.9471,-0.50228
-0.15001,67997.959,3.3465,2.6416,0.0,0.0,9.9554,-0.50201
-0.14999,68057.959,3.3444,2.6441,,1.3,9.9638,-0.50163
-0.15,68117.959,3.3423,2.6466,0.0,,9.9721,-0.50135
-0.14998,68177.96,3.3403,2.6491,0.79007,1.2134,9.9805,-0.50098
-0.15,68237.96,3.3381,2.6516,,,9.9888,-0.50072
-0.14999,68297.96,3.3358,2.6541,0.0,1.1335,9.9972,-0.50034
-0.14999,68357.959,3.3334,2.6566,,,10.006,-0.49998
-0.15,68417.959,3.331,2.6591,0.9008,1.0633,10.014,-0.49965
-0.15,68477.959,3.3286,2.6616,,,10.022,-0.49929
-0.14999,68537.96,3.3262,2.6641,0.0,1.0007,10.03,-0.4989
-0.14999,68597.959,3.3236,2.6666,,,10.039,-0.49851
-0.15001,68657.96,3.3208,2.6691,1.0185,0.96333,10.047,-0.49815
-0.14998,68717.96,3.318,2.6716,,,10.055,-0.49763
-0.15,68777.959,3.3153,2.6741,0.0,0.90037,10.064,-0.4973
-0.15001,68837.959,3.3125,2.6766,,,10.072,-0.49691
-0.15,68897.96,3.3096,2.6791,1.1154,0.8713,10.08,-0.49644
-0.15,68957.96,3.3064,2.6816,,,10.089,-0.49596
-0.14998,69017.96,3.3033,2.6841,0.0,0.83489,10.097,-0.49543
-0.14999,69077.96,3.3002,2.6866,1.2173,0.79942,10.105,-0.495
-0.14999,69137.96,3.297,2.6891,,,10.113,-0.49452
-0.15001,69197.959,3.2936,2.6916,0.0,0.76003,10.122,-0.49407
-0.15,69257.959,3.2901,2.6941,1.3219,0.74547,10.13,-0.49352
-0.14999,69317.96,3.2866,2.6965,,,10.138,-0.49296
-0.15,69377.96,3.283,2.699,0.0,0.71757,10.146,-0.49245
-0.15,69437.96,3.2794,2.7015,1.4205,0.68309,10.154,-0.49191
-0.14999,69497.96,3.2757,2.704,,0.66013,10.163,-0.49132
-0.15,69557.959,3.2717,2.7065,1.5271,,10.171,-0.49076
-0.14999,69617.959,3.2676,2.709,,0.64282,10.179,-0.49011
-0.14999,69677.959,3.2634,2.7115,0.0,0.61231,10.187,-0.48948
-0.15,69737.959,3.2591,2.714,1.6381,0.59742,10.195,-0.48887
-0.14999,69797.959,3.2549,2.7165,,0.57511,10.203,-0.4882
-0.14999,69857.96,3.2504,2.719,1.7602,0.55311,10.211,-0.48753
-0.15,69917.96,3.2456,2.7215,,0.53867,10.22,-0.48684
-0.14999,69977.96,3.2408,2.724,1.8791,0.52404,10.228,-0.48609
-0.14999,70037.96,3.2358,2.7265,,0.50557,10.236,-0.48534
-0.15,70097.959,3.2309,2.729,1.999,0.49542,10.244,-0.48464
-0.14999,70157.96,3.2257,2.7315,,0.47856,10.252,-0.48382
-0.14999,70217.96,3.2203,2.734,2.1003,0.47263,10.26,-0.48301
-0.14999,70277.96,3.2147,2.7365,,0.45138,10.268,-0.48217
-0.14998,70337.959,3.209,2.739,2.2189,0.44968,10.276,-0.48129
-0.15,70397.96,3.2034,2.7415,,0.43413,10.284,-0.48051
-0.14999,70457.959,3.1975,2.744,2.3045,0.42638,10.292,-0.47959
-0.14999,70517.959,3.1912,2.7465,2.4171,0.4132,10.3,-0.47865
-0.15,70577.959,3.185,2.749,,0.39971,10.308,-0.47775
-0.14999,70637.959,3.1785,2.7515,2.5224,0.39527,10.316,-0.47674
-0.14999,70697.959,3.1721,2.754,,0.38239,10.324,-0.47578
-0.14999,70757.959,3.1653,2.7565,2.6186,0.3683,10.332,-0.47476
-0.14999,70817.96,3.1582,2.759,2.7194,0.35473,10.34,-0.4737
-0.14999,70877.96,3.151,2.7615,2.8319,0.35775,10.348,-0.47262
-0.14999,70937.959,3.1437,2.764,,0.34342,10.355,-0.47152
-0.15,70997.96,3.1364,2.7665,2.9609,0.33528,10.363,-0.47046
-0.15,71057.959,3.1286,2.769,3.0584,0.32408,10.371,-0.46929
-0.14999,71117.96,3.1205,2.7715,3.1434,0.31032,10.379,-0.46804
-0.14999,71177.959,3.1123,2.774,,0.30817,10.387,-0.46681
-0.14999,71237.96,3.1038,2.7765,3.2899,0.29424,10.395,-0.46554
-0.15,71297.96,3.0952,2.779,3.3938,0.28491,10.402,-0.46428
-0.14999,71357.96,3.0863,2.7815,3.5271,0.28208,10.41,-0.46291
-0.14998,71417.96,3.0769,2.784,3.6512,0.27,10.418,-0.46147
-0.14999,71477.959,3.0672,2.7865,3.7733,0.25905,10.425,-0.46005
-0.15,71537.959,3.0573,2.789,3.9209,0.24843,10.433,-0.4586
-0.14999,71597.96,3.047,2.7915,4.0481,0.2448,10.441,-0.45702
-0.14999,71657.959,3.0365,2.794,4.1998,0.23534,10.448,-0.45544
-0.14999,71717.959,3.0254,2.7965,4.3607,0.22197,10.456,-0.45378
-0.14999,71777.96,3.0138,2.799,4.4853,0.21797,10.463,-0.45204
-0.14999,71837.96,3.0018,2.8015,4.6544,0.20669,10.471,-0.45024
-0.15,71897.959,2.9893,2.804,4.9957,0.20012,10.478,-0.4484
-0.15,71957.959,2.9763,2.8065,5.195,0.18907,10.486,-0.44645
-0.14999,72017.959,2.9626,2.809,5.3598,0.18016,10.493,-0.44436
-0.14999,72077.96,2.948,2.8115,5.7683,0.17345,10.501,-0.44217
-0.15,72137.959,2.9328,2.814,5.9875,0.16192,10.508,-0.43992
-0.15,72197.96,2.9167,2.8165,6.4046,0.15166,10.515,-0.43751
-0.15,72257.959,2.8995,2.819,6.9718,0.14043,10.523,-0.43493
-0.14999,72317.959,2.8808,2.8215,7.625,0.13281,10.53,-0.43209
-0.15,72377.959,2.86,2.824,8.4631,0.11496,10.537,-0.429
-0.14999,72437.959,2.8364,2.8265,9.5584,0.10274,10.544,-0.42543
-0.15,72497.96,2.8083,2.829,11.829,0.083793,10.551,-0.42125
-0.15,72557.96,2.7734,2.8315,14.484,0.065907,10.558,-0.41601
-0.15,72617.959,2.7314,2.834,17.216,0.056684,10.565,-0.40971
-0.14998,72677.959,2.6852,2.8365,18.714,0.053173,10.572,-0.40273
-0.14999,72737.959,2.6376,2.839,19.273,0.052784,10.578,-0.39561
-0.15,72797.959,2.5897,2.8415,19.274,0.052599,10.585,-0.38846
-0.14999,72857.96,2.5425,2.844,18.785,0.0535,10.591,-0.38135
-0.15,72914.331,2.5,2.8463,17.669,0.057062,10.597,-0.375
-0.15,72914.339,2.5,2.8463,17.669,0.057062,10.597,-0.375
