Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W)
0.15,1350.906,4.2001,0.06462,0.0,0.0,0.27207,0.63002
0.1487,1350.915,4.2001,0.06462,0.0,0.0,0.27207,0.62455
0.14997,76246.488,3.2519,0.06497,2.7191,0.38011,0.20374,0.48769
0.14999,76306.488,3.2583,0.06747,2.6053,0.38904,0.21188,0.48871
0.14998,76366.489,3.2647,0.06997,,0.3941,0.22003,0.48964
0.14997,76426.488,3.2708,0.07247,2.5068,0.4039,0.22819,0.49052
0.14998,76486.488,3.2766,0.07497,2.4011,0.42111,0.23638,0.49142
0.14998,76546.489,3.2823,0.07747,,0.43017,0.24457,0.49228
0.14998,76606.487,3.2881,0.07996,2.3082,0.43837,0.25278,0.49315
0.14997,76666.488,3.2937,0.08246,,0.44708,0.261,0.49396
0.14997,76726.487,3.2991,0.08496,2.2127,0.45717,0.26924,0.49477
0.14998,76786.488,3.3044,0.08746,,0.46658,0.27749,0.49559
0.14998,76846.488,3.3094,0.08996,2.1255,0.47722,0.28575,0.49634
0.14998,76906.486,3.3145,0.09246,,0.48809,0.29403,0.49711
0.14998,76966.489,3.3195,0.09496,2.0262,0.49924,0.30232,0.49786
0.14998,77026.487,3.3244,0.09746,,0.51229,0.31062,0.49859
0.14998,77086.488,3.3289,0.09996,1.9421,0.51884,0.31893,0.49927
0.14999,77146.486,3.3336,0.10245,,0.53319,0.32726,0.50001
0.14997,77206.487,3.3381,0.10495,1.8492,0.55016,0.3356,0.50061
0.14998,77266.488,3.3426,0.10745,,0.56064,0.34394,0.50132
0.14997,77326.486,3.347,0.10995,1.7632,0.57706,0.3523,0.50195
0.14997,77386.486,3.3511,0.11245,,,0.36067,0.50256
0.14997,77446.486,3.3551,0.11495,0.0,0.59221,0.36905,0.50316
0.14998,77506.487,3.3592,0.11745,1.6663,0.6102,0.37744,0.50381
0.14997,77566.489,3.3632,0.11995,,0.63267,0.38584,0.50438
0.14998,77626.487,3.3668,0.12244,1.5512,0.65688,0.39424,0.50495
0.14998,77686.487,3.3704,0.12494,,,0.40266,0.50549
0.14998,77746.489,3.3738,0.12744,0.0,0.69208,0.41109,0.506
0.14997,77806.487,3.3773,0.12994,1.4078,0.73304,0.41952,0.50649
0.14998,77866.487,3.3804,0.13244,,,0.42797,0.50699
0.14998,77926.487,3.3832,0.13494,0.0,0.8037,0.43642,0.50741
0.14997,77986.486,3.3859,0.13744,1.1854,,0.44488,0.50778
0.14998,78046.488,3.3884,0.13994,,0.8957,0.45334,0.50819
0.14999,78106.488,3.3909,0.14244,0.0,,0.46181,0.5086
0.14998,78166.488,3.393,0.14493,,1.0401,0.47029,0.50888
0.14998,78226.486,3.3948,0.14743,0.0,,0.47877,0.50915
0.14996,78286.486,3.3966,0.14993,0.87576,1.2678,0.48725,0.50935
0.14997,78346.487,3.3983,0.15243,,,0.49574,0.50964
0.14998,78406.488,3.3999,0.15493,0.0,0.0,0.50424,0.50992
0.14998,78466.486,3.4014,0.15743,,1.6167,0.51273,0.51014
0.14997,78526.487,3.4025,0.15993,0.0,,0.52124,0.51027
0.14998,78586.487,3.4038,0.16243,,0.0,0.52974,0.5105
0.14998,78646.489,3.4051,0.16493,0.0,,0.53825,0.5107
0.14997,78706.487,3.4062,0.16742,0.55407,0.0,0.54676,0.51083
0.14997,78766.486,3.4073,0.16992,,2.0395,0.55527,0.51099
0.14998,78826.488,3.4082,0.17242,0.0,,0.56379,0.51116
0.14997,78886.489,3.4092,0.17492,,0.0,0.57231,0.51128
0.14998,78946.487,3.4103,0.17742,0.0,,0.58083,0.51148
0.14998,79006.489,3.4112,0.17992,,0.0,0.58935,0.51161
0.14998,79066.486,3.412,0.18242,0.0,2.5252,0.59788,0.51173
0.14998,79126.488,3.4129,0.18492,,,0.6064,0.51187
0.14998,79186.488,3.4137,0.18742,0.0,0.0,0.61493,0.51199
0.14998,79246.489,3.4147,0.18992,,,0.62346,0.51214
0.14998,79306.488,3.4155,0.19241,0.0,0.0,0.632,0.51226
0.14998,79366.488,3.4162,0.19491,0.36958,2.9462,0.64053,0.51236
0.14998,79426.487,3.417,0.19741,,,0.64907,0.51248
0.14999,79486.488,3.4178,0.19991,0.0,,0.65761,0.51264
0.14997,79546.49,3.4187,0.20241,,0.0,0.66615,0.5127
0.14999,79606.487,3.4194,0.20491,0.0,,0.6747,0.51288
0.14998,79666.487,3.42,0.20741,,0.0,0.68324,0.51293
0.14999,79726.487,3.4207,0.20991,0.0,,0.69179,0.51307
0.14998,79786.487,3.4216,0.21241,,3.2871,0.70034,0.51317
0.14998,79846.486,3.4223,0.21491,0.0,,0.70889,0.51328
0.14998,79906.487,3.423,0.2174,,0.0,0.71745,0.51338
0.14998,79966.487,3.4236,0.2199,0.0,,0.726,0.51347
0.14998,80026.488,3.4243,0.2224,,0.0,0.73456,0.51358
0.14998,80086.487,3.425,0.2249,0.0,,0.74312,0.51368
0.14998,80146.487,3.4257,0.2274,,0.0,0.75167,0.51379
0.14997,80206.487,3.4265,0.2299,0.29455,3.5486,0.76024,0.51387
0.14997,80266.487,3.4272,0.2324,,,0.7688,0.51398
0.14998,80326.487,3.4278,0.2349,0.0,0.0,0.77736,0.5141
0.14998,80386.488,3.4284,0.23739,,,0.78593,0.51419
0.14998,80446.487,3.4291,0.23989,0.0,0.0,0.7945,0.5143
0.14997,80506.488,3.4299,0.24239,,,0.80307,0.51438
0.14998,80566.487,3.4305,0.24489,0.0,0.0,0.81164,0.51451
0.14997,80626.487,3.4311,0.24739,,,0.82021,0.51456
0.14998,80686.489,3.4316,0.24989,0.0,3.7771,0.82879,0.51467
0.14998,80746.488,3.4323,0.25239,,,0.83736,0.51478
0.14998,80806.488,3.4331,0.25489,0.0,0.0,0.84594,0.5149
0.14999,80866.488,3.4337,0.25739,,,0.85452,0.51502
0.14998,80926.488,3.4344,0.25989,0.0,0.0,0.8631,0.51509
0.14998,80986.489,3.4349,0.26238,,,0.87169,0.51517
0.14998,81046.487,3.4355,0.26488,0.0,0.0,0.88027,0.51526
0.14997,81106.488,3.4361,0.26738,0.26068,,0.88886,0.51531
0.14998,81166.488,3.4369,0.26988,,3.9149,0.89744,0.51547
0.14998,81226.486,3.4375,0.27238,0.0,,0.90603,0.51556
0.14997,81286.488,3.438,0.27488,,0.0,0.91462,0.5156
0.14998,81346.487,3.4386,0.27738,0.0,,0.92322,0.51572
0.14998,81406.487,3.4393,0.27988,,0.0,0.93181,0.51583
0.14998,81466.487,3.4401,0.28238,0.0,,0.9404,0.51595
0.14998,81526.487,3.4407,0.28487,,0.0,0.949,0.51604
0.14997,81586.488,3.4413,0.28737,0.0,,0.9576,0.51609
0.14998,81646.487,3.4418,0.28987,,3.9636,0.9662,0.5162
0.14997,81706.487,3.4425,0.29237,0.0,,0.9748,0.51627
0.14998,81766.487,3.4432,0.29487,,0.0,0.9834,0.51641
0.14998,81826.487,3.4438,0.29737,0.0,,0.99201,0.5165
0.14998,81886.487,3.4444,0.29987,,0.0,1.0006,0.51659
0.14998,81946.488,3.445,0.30237,0.0,,1.0092,0.51668
0.14997,82006.488,3.4456,0.30487,,0.0,1.0178,0.51674
0.14998,82066.488,3.4463,0.30737,0.2527,3.9382,1.0264,0.51688
0.14997,82126.487,3.447,0.30986,,,1.0351,0.51695
0.14998,82186.487,3.4476,0.31236,0.0,0.0,1.0437,0.51707
0.14998,82246.486,3.4481,0.31486,,,1.0523,0.51715
0.14997,82306.486,3.4488,0.31736,0.0,0.0,1.0609,0.51722
0.14998,82366.488,3.4494,0.31986,,,1.0695,0.51734
0.14997,82426.487,3.4503,0.32236,0.0,0.0,1.0782,0.51744
0.14998,82486.488,3.451,0.32486,,,1.0868,0.51758
0.14998,82546.487,3.4514,0.32736,0.0,3.8492,1.0954,0.51764
0.14998,82606.486,3.4521,0.32986,,,1.104,0.51775
0.14997,82666.486,3.4527,0.33236,0.0,0.0,1.1127,0.5178
0.14998,82726.486,3.4536,0.33486,,,1.1213,0.51797
0.14998,82786.488,3.4543,0.33735,0.0,0.0,1.1299,0.51808
0.14997,82846.486,3.4549,0.33985,,,1.1385,0.51813
0.14998,82906.488,3.4555,0.34235,0.0,0.0,1.1472,0.51826
0.14998,82966.487,3.4561,0.34485,0.2643,,1.1558,0.51835
0.14999,83026.487,3.457,0.34735,,3.6996,1.1645,0.51852
0.14998,83086.487,3.4577,0.34985,0.0,,1.1731,0.51859
0.14998,83146.487,3.4583,0.35235,,0.0,1.1817,0.51868
0.14998,83206.487,3.459,0.35485,0.0,,1.1904,0.51878
0.14998,83266.488,3.4597,0.35734,,0.0,1.199,0.51889
0.14998,83326.488,3.4605,0.35984,0.0,,1.2077,0.51901
0.14998,83386.488,3.4613,0.36234,,0.0,1.2163,0.51913
0.14998,83446.486,3.4618,0.36484,0.0,3.5263,1.225,0.5192
0.14998,83506.487,3.4626,0.36734,,,1.2336,0.51932
0.14998,83566.486,3.4635,0.36984,0.0,0.0,1.2423,0.51946
0.14998,83626.487,3.4643,0.37234,,,1.2509,0.51958
0.14998,83686.487,3.465,0.37484,0.0,0.0,1.2596,0.51968
0.14998,83746.487,3.4657,0.37734,,,1.2682,0.51979
0.14997,83806.488,3.4664,0.37983,0.29165,3.3183,1.2769,0.51986
0.14999,83866.489,3.4672,0.38233,,,1.2856,0.52005
0.14997,83926.487,3.4682,0.38483,0.0,0.0,1.2942,0.52013
0.14998,83986.489,3.4689,0.38733,,,1.3029,0.52027
0.14998,84046.488,3.4697,0.38983,0.0,0.0,1.3116,0.52039
0.14998,84106.488,3.4704,0.39233,,,1.3202,0.52049
0.14997,84166.488,3.4713,0.39483,0.0,3.1119,1.3289,0.52059
0.14998,84226.489,3.472,0.39733,,,1.3376,0.52073
0.14998,84286.487,3.4731,0.39983,0.0,0.0,1.3463,0.5209
0.14997,84346.487,3.4739,0.40233,,,1.355,0.52098
0.14999,84406.486,3.4747,0.40482,0.0,0.0,1.3636,0.52117
0.14998,84466.488,3.4755,0.40732,,,1.3723,0.52126
0.14997,84526.487,3.4763,0.40982,0.32922,2.9511,1.381,0.52134
0.14997,84586.487,3.4773,0.41232,,,1.3897,0.52149
0.14998,84646.487,3.4783,0.41482,0.0,0.0,1.3984,0.52168
0.14998,84706.487,3.4791,0.41732,,,1.4071,0.5218
0.14997,84766.487,3.4799,0.41982,0.0,0.0,1.4158,0.52188
0.14998,84826.488,3.4808,0.42232,,,1.4245,0.52205
0.14997,84886.488,3.4817,0.42482,0.0,2.7797,1.4332,0.52215
0.14997,84946.486,3.4828,0.42732,,,1.4419,0.52232
0.14998,85006.487,3.4838,0.42982,0.0,0.0,1.4506,0.5225
0.14997,85066.487,3.4847,0.43232,,,1.4593,0.5226
0.14998,85126.488,3.4855,0.43482,0.0,0.0,1.468,0.52276
0.14997,85186.487,3.4865,0.43731,0.36594,2.6617,1.4767,0.52287
0.14998,85246.488,3.4874,0.43981,,,1.4854,0.52304
0.14998,85306.486,3.4885,0.44231,0.0,0.0,1.4941,0.52321
0.14997,85366.488,3.4895,0.44481,,,1.5029,0.52332
0.14997,85426.487,3.4904,0.44731,0.0,0.0,1.5116,0.52346
0.14998,85486.488,3.4913,0.44981,,2.5616,1.5203,0.52363
0.14998,85546.487,3.4923,0.45231,0.0,,1.529,0.52378
0.14998,85606.488,3.4935,0.45481,,0.0,1.5378,0.52396
0.14998,85666.487,3.4945,0.45731,0.0,,1.5465,0.52411
0.14997,85726.487,3.4953,0.45981,,0.0,1.5552,0.52419
0.14998,85786.487,3.4963,0.46231,0.39332,2.4983,1.564,0.52438
0.14998,85846.487,3.4974,0.46481,,,1.5727,0.52454
0.14998,85906.487,3.4985,0.46731,0.0,0.0,1.5815,0.52471
0.14998,85966.487,3.4995,0.46981,,,1.5902,0.52486
0.14998,86026.488,3.5004,0.47231,0.0,0.0,1.599,0.52499
0.14997,86086.487,3.5014,0.4748,,2.4423,1.6077,0.5251
0.14998,86146.488,3.5025,0.4773,0.0,,1.6165,0.5253
0.14997,86206.487,3.5036,0.4798,,0.0,1.6252,0.52543
0.14997,86266.488,3.5047,0.4823,0.0,,1.634,0.5256
0.14998,86326.489,3.5057,0.4848,,0.0,1.6427,0.52578
0.14997,86386.488,3.5066,0.4873,0.41108,2.4188,1.6515,0.52588
0.14998,86446.488,3.5077,0.4898,,,1.6603,0.52608
0.14998,86506.487,3.5087,0.4923,0.0,0.0,1.669,0.52623
0.14998,86566.486,3.5099,0.4948,,,1.6778,0.52641
0.14998,86626.489,3.5109,0.4973,0.0,0.0,1.6866,0.52656
0.14998,86686.486,3.5118,0.4998,,2.4015,1.6953,0.5267
0.14998,86746.487,3.5128,0.5023,0.0,,1.7041,0.52685
0.14998,86806.489,3.5139,0.5048,,0.0,1.7129,0.52701
0.14997,86866.488,3.5151,0.50729,0.0,,1.7217,0.52716
0.14998,86926.487,3.5161,0.50979,0.41677,0.0,1.7305,0.52734
0.14998,86986.488,3.517,0.51229,,2.4127,1.7393,0.52748
0.14998,87046.487,3.518,0.51479,0.0,,1.7481,0.52763
0.14998,87106.487,3.5191,0.51729,,0.0,1.7568,0.52779
0.14998,87166.489,3.5202,0.51979,0.0,,1.7656,0.52796
0.14998,87226.488,3.5213,0.52229,,0.0,1.7744,0.52812
0.14998,87286.488,3.5223,0.52479,0.0,2.3953,1.7832,0.52827
0.14997,87346.487,3.5232,0.52729,,,1.792,0.52837
0.14997,87406.488,3.5243,0.52979,0.0,0.0,1.8009,0.52854
0.14997,87466.487,3.5253,0.53229,,,1.8097,0.52869
0.14998,87526.488,3.5265,0.53479,0.41261,2.4431,1.8185,0.5289
0.14998,87586.486,3.5274,0.53729,,,1.8273,0.52904
0.14998,87646.487,3.5283,0.53979,0.0,0.0,1.8361,0.52917
0.14998,87706.488,3.5293,0.54228,,,1.8449,0.52932
0.14998,87766.486,3.5305,0.54478,0.0,0.0,1.8537,0.5295
0.14997,87826.489,3.5315,0.54728,,2.4656,1.8626,0.52962
0.14997,87886.489,3.5325,0.54978,0.0,,1.8714,0.52977
0.14998,87946.487,3.5333,0.55228,,0.0,1.8802,0.52992
0.14997,88006.489,3.5343,0.55478,0.0,,1.8891,0.53004
0.14997,88066.487,3.5355,0.55728,,0.0,1.8979,0.53022
0.14997,88126.487,3.5365,0.55978,0.4032,2.487,1.9067,0.53037
0.14998,88186.487,3.5374,0.56228,,,1.9156,0.53054
0.14998,88246.488,3.5384,0.56478,0.0,0.0,1.9244,0.53069
0.14998,88306.487,3.5393,0.56728,,,1.9333,0.53082
0.14998,88366.488,3.5405,0.56978,0.0,0.0,1.9421,0.531
0.14997,88426.488,3.5415,0.57228,,2.4968,1.951,0.53112
0.14998,88486.488,3.5425,0.57478,0.0,,1.9598,0.5313
0.14998,88546.488,3.5433,0.57728,,0.0,1.9687,0.53142
0.14998,88606.487,3.5443,0.57977,0.0,,1.9775,0.53157
0.14998,88666.486,3.5454,0.58227,,0.0,1.9864,0.53174
0.14998,88726.489,3.5465,0.58477,0.39687,2.5404,1.9952,0.5319
0.14997,88786.488,3.5474,0.58727,,,2.0041,0.532
0.14998,88846.488,3.5483,0.58977,0.0,0.0,2.013,0.53217
0.14998,88906.487,3.5492,0.59227,,,2.0218,0.53231
0.14998,88966.488,3.5502,0.59477,0.0,0.0,2.0307,0.53246
0.14997,89026.488,3.5513,0.59727,,,2.0396,0.53259
0.14998,89086.486,3.5522,0.59977,0.0,2.5704,2.0485,0.53276
0.14998,89146.488,3.5531,0.60227,,,2.0574,0.53289
0.14997,89206.488,3.5541,0.60477,0.0,0.0,2.0662,0.53301
0.14998,89266.487,3.5552,0.60727,,,2.0751,0.53321
0.14997,89326.487,3.5562,0.60977,0.38836,0.0,2.084,0.53332
0.14997,89386.488,3.5571,0.61227,,2.5763,2.0929,0.53346
0.14998,89446.489,3.5579,0.61476,0.0,,2.1018,0.53361
0.14998,89506.487,3.5589,0.61726,,0.0,2.1107,0.53376
0.14998,89566.487,3.5599,0.61976,0.0,,2.1196,0.53391
0.14997,89626.487,3.5609,0.62226,,0.0,2.1285,0.53403
0.14997,89686.487,3.5618,0.62476,0.0,2.6669,2.1374,0.53416
0.14998,89746.486,3.5625,0.62726,,,2.1463,0.5343
0.14998,89806.488,3.5634,0.62976,0.0,0.0,2.1552,0.53444
0.14998,89866.487,3.5645,0.63226,,,2.1641,0.5346
0.14997,89926.488,3.5655,0.63476,0.0,0.0,2.173,0.53472
0.14999,89986.487,3.5663,0.63726,0.37289,,2.1819,0.53491
0.14998,90046.487,3.5671,0.63976,,2.7317,2.1908,0.53499
0.14998,90106.488,3.568,0.64226,0.0,,2.1997,0.53513
0.14998,90166.488,3.5691,0.64476,,0.0,2.2087,0.53529
0.14998,90226.488,3.5699,0.64726,0.0,,2.2176,0.53541
0.14999,90286.487,3.5707,0.64975,,0.0,2.2265,0.53557
0.14998,90346.487,3.5715,0.65225,0.0,2.802,2.2354,0.53565
0.14998,90406.489,3.5724,0.65475,,,2.2444,0.53579
0.14998,90466.487,3.5734,0.65725,0.0,0.0,2.2533,0.53594
0.14999,90526.488,3.5743,0.65975,,,2.2622,0.53611
0.14998,90586.488,3.5751,0.66225,0.0,0.0,2.2712,0.53619
0.14997,90646.487,3.5758,0.66475,,,2.2801,0.53626
0.14998,90706.488,3.5767,0.66725,0.34988,2.9109,2.289,0.53643
0.14998,90766.487,3.5776,0.66975,,,2.298,0.53657
0.14998,90826.488,3.5785,0.67225,0.0,0.0,2.3069,0.5367
0.14998,90886.488,3.5793,0.67475,,,2.3159,0.53682
0.14998,90946.489,3.58,0.67725,0.0,0.0,2.3248,0.53693
0.14997,91006.488,3.5808,0.67975,,,2.3338,0.53701
0.14997,91066.487,3.5816,0.68225,0.0,3.0082,2.3427,0.53713
0.14998,91126.487,3.5826,0.68475,,,2.3517,0.53732
0.14998,91186.487,3.5834,0.68725,0.0,0.0,2.3606,0.53744
0.14998,91246.487,3.5841,0.68974,,,2.3696,0.53754
0.14998,91306.488,3.5849,0.69224,0.0,0.0,2.3785,0.53766
0.14998,91366.487,3.5857,0.69474,,,2.3875,0.53778
0.14997,91426.487,3.5866,0.69724,0.32837,3.1109,2.3964,0.53788
0.14998,91486.487,3.5874,0.69974,,,2.4054,0.53804
0.14997,91546.488,3.5881,0.70224,0.0,0.0,2.4144,0.53811
0.14998,91606.488,3.5888,0.70474,,,2.4233,0.53825
0.14997,91666.488,3.5896,0.70724,0.0,0.0,2.4323,0.53833
0.14997,91726.488,3.5905,0.70974,,,2.4413,0.53847
0.14999,91786.488,3.5913,0.71224,0.0,0.0,2.4503,0.53866
0.14998,91846.486,3.5919,0.71474,,3.2052,2.4592,0.53871
0.14997,91906.487,3.5927,0.71724,0.0,,2.4682,0.5388
0.14998,91966.487,3.5934,0.71974,,0.0,2.4772,0.53894
0.14998,92026.487,3.5943,0.72223,0.0,,2.4862,0.53907
0.14998,92086.488,3.5951,0.72473,,0.0,2.4952,0.53919
0.14998,92146.488,3.5956,0.72723,0.0,,2.5042,0.53927
0.14997,92206.488,3.5963,0.72973,0.30626,3.334,2.5131,0.53934
0.14998,92266.489,3.5971,0.73223,,,2.5221,0.53949
0.14997,92326.487,3.598,0.73473,0.0,0.0,2.5311,0.53959
0.14997,92386.488,3.5987,0.73723,,,2.5401,0.5397
0.14998,92446.488,3.5993,0.73973,0.0,0.0,2.5491,0.53982
0.14998,92506.488,3.6,0.74223,,,2.5581,0.53993
0.14997,92566.489,3.6007,0.74473,0.0,0.0,2.5671,0.54
0.14998,92626.487,3.6015,0.74723,,3.5162,2.5761,0.54015
0.14997,92686.487,3.6022,0.74973,0.0,,2.5851,0.54022
0.14998,92746.487,3.6029,0.75223,,0.0,2.5941,0.54036
0.14997,92806.488,3.6034,0.75473,0.0,,2.6031,0.5404
0.14998,92866.487,3.6041,0.75722,,0.0,2.6121,0.54054
0.14997,92926.486,3.6049,0.75972,0.0,,2.6211,0.54063
0.14998,92986.486,3.6056,0.76222,,0.0,2.6301,0.54077
0.14999,93046.487,3.6063,0.76472,0.28042,,2.6392,0.54091
0.14998,93106.487,3.6068,0.76722,,3.6634,2.6482,0.54095
0.14999,93166.488,3.6074,0.76972,0.0,,2.6572,0.54107
0.14997,93226.488,3.6083,0.77222,,0.0,2.6662,0.54114
0.14999,93286.486,3.6089,0.77472,0.0,,2.6752,0.5413
0.14998,93346.486,3.6094,0.77722,,0.0,2.6842,0.54134
0.14998,93406.486,3.6101,0.77972,0.0,,2.6933,0.54144
0.14998,93466.489,3.6107,0.78222,,0.0,2.7023,0.54153
0.14998,93526.487,3.6115,0.78472,0.0,3.8486,2.7113,0.54165
0.14997,93586.487,3.6121,0.78722,,,2.7203,0.54171
0.14998,93646.487,3.6126,0.78971,0.0,0.0,2.7294,0.54182
0.14998,93706.487,3.6132,0.79221,,,2.7384,0.54191
0.14998,93766.489,3.6139,0.79471,0.0,0.0,2.7474,0.54201
0.14997,93826.487,3.6146,0.79721,,,2.7565,0.54208
0.14997,93886.488,3.6152,0.79971,0.0,0.0,2.7655,0.54217
0.14998,93946.488,3.6156,0.80221,,,2.7745,0.54227
0.14997,94006.488,3.6162,0.80471,0.25393,0.0,2.7836,0.54232
